postcode,postcode_space,postcode area,Average_download_speed_Mbit_s,Maximum_download_speed_Mbit_s,Minimum_download_speed_Mbit_s,Average_upload_speed_Mbit_s,Maximum_upload_speed_Mbit_s,Minimum_upload_speed_Mbit_s,Average_data_usage_GB,All Premises,All Matched Premises,lsoa_area,county
PL101AX,PL10 1AX,PL,3.459466289786131,4.393213824064446,2.7536607123542622,1.6863989535702288,3.044522437723423,0.6418538861723947,5.017279836814924,2.8903717578961645,2.8903717578961645,Cornwall 034A,Cornwall
PL101BA,PL10 1BA,PL,3.3603753871419,4.053522567701846,2.2082744135228043,1.7578579175523736,2.517696472610991,0.3364722366212129,5.541263545158426,2.9444389791664403,2.9444389791664403,Cornwall 034A,Cornwall
PL101BE,PL10 1BE,PL,3.407841924380824,4.394449154672439,2.5572273113676265,1.7227665977411035,3.044522437723423,0.6418538861723947,5.0106352940962555,3.828641396489095,3.828641396489095,Cornwall 034A,Cornwall
PL101BG,PL10 1BG,PL,2.975529566236472,3.214867803470662,2.379546134130174,0.7419373447293773,0.7884573603642703,0.5877866649021191,5.501258210544727,2.70805020110221,2.70805020110221,Cornwall 034A,Cornwall
PL101BH,PL10 1BH,PL,3.2068032436339315,4.02535169073515,2.028148247292285,1.252762968495368,2.3978952727983707,0.6418538861723947,4.127134385045092,2.0794415416798357,2.0794415416798357,Cornwall 034A,Cornwall
PL101BL,PL10 1BL,PL,2.9014215940827497,3.068052935133617,2.72785282839839,0.7419373447293773,0.8329091229351039,0.5877866649021191,4.882801922586371,1.791759469228055,1.791759469228055,Cornwall 034A,Cornwall
PL101BW,PL10 1BW,PL,3.4372078191851885,4.394449154672439,2.128231705849268,1.667706820558076,3.044522437723423,0.47000362924573563,5.272999558563747,3.5553480614894135,3.5553480614894135,Cornwall 034A,Cornwall
PL101BY,PL10 1BY,PL,3.8022081394209395,4.394449154672439,2.580216829592325,2.379546134130174,3.044522437723423,0.5877866649021191,5.049856007249537,3.4965075614664802,3.4965075614664802,Cornwall 034A,Cornwall
PL101BZ,PL10 1BZ,PL,2.89591193827178,3.3357695763397,1.1939224684724346,1.0986122886681098,2.1400661634962708,0.4054651081081644,5.030437921392435,3.6109179126442243,3.6109179126442243,Cornwall 034A,Cornwall
PL101DA,PL10 1DA,PL,3.9454577815143836,4.394449154672439,3.100092288878234,2.5952547069568657,3.044522437723423,0.7884573603642703,5.552959584921617,3.4965075614664802,3.4965075614664802,Cornwall 034A,Cornwall
PL101DB,PL10 1DB,PL,3.784189633918261,4.3528552573736015,2.995732273553991,2.33214389523559,3.044522437723423,0.6931471805599453,4.820281565605037,2.9444389791664403,2.9444389791664403,Cornwall 034A,Cornwall
PL101DD,PL10 1DD,PL,3.4436180975461075,3.9357395320454622,2.954910279033736,1.4816045409242156,2.2192034840549946,0.6931471805599453,4.912654885736052,2.833213344056216,2.833213344056216,Cornwall 034A,Cornwall
PL101DE,PL10 1DE,PL,3.929862923556477,4.394449154672439,2.8622008809294686,2.5572273113676265,3.044522437723423,0.5306282510621704,5.666426688112432,2.3978952727983707,2.3978952727983707,Cornwall 034A,Cornwall
PL101DH,PL10 1DH,PL,3.711130063048756,4.394449154672439,1.1939224684724346,2.272125885509337,3.044522437723423,0.5877866649021191,5.267858159063328,3.7376696182833684,3.7376696182833684,Cornwall 034A,Cornwall
PL101DJ,PL10 1DJ,PL,3.5779478934066544,4.26689632742025,2.803360380906535,2.128231705849268,3.044522437723423,0.6931471805599453,4.343805421853684,1.791759469228055,1.791759469228055,Cornwall 034A,Cornwall
PL101DL,PL10 1DL,PL,3.572345637857985,4.394449154672439,1.0986122886681098,2.2407096892759584,3.044522437723423,0.6931471805599453,4.6913478822291435,2.833213344056216,2.833213344056216,Cornwall 034A,Cornwall
PL101DN,PL10 1DN,PL,3.5467396869528134,3.937690752176724,2.9601050959108397,1.7227665977411035,2.3978952727983707,0.6931471805599453,3.367295829986474,2.70805020110221,2.70805020110221,Cornwall 034A,Cornwall
PL101DP,PL10 1DP,PL,3.845883202923601,4.316153890523174,3.2188758248682006,2.3608540011180215,3.044522437723423,0.7884573603642703,5.783825182329737,2.302585092994046,2.302585092994046,Cornwall 034A,Cornwall
PL101DS,PL10 1DS,PL,3.7013019741124933,4.301358731606427,3.0252910757955354,2.174751721484161,3.044522437723423,0.7419373447293773,3.8501476017100584,2.6390573296152584,2.6390573296152584,Cornwall 034A,Cornwall
PL101DT,PL10 1DT,PL,3.4307561839036995,4.110873864173311,2.8390784635086144,1.8718021769015913,2.5649493574615367,0.7419373447293773,4.007333185232471,2.1972245773362196,2.1972245773362196,Cornwall 034A,Cornwall
PL101DX,PL10 1DX,PL,3.5409593240373143,4.394449154672439,2.163323025660538,2.028148247292285,3.044522437723423,0.3364722366212129,5.099866427824199,2.772588722239781,2.772588722239781,Cornwall 034A,Cornwall
PL101DY,PL10 1DY,PL,3.1135153092103742,3.1822118404966093,3.0587070727153796,0.7419373447293773,0.7884573603642703,0.6931471805599453,4.736198448394496,2.0794415416798357,2.0794415416798357,Cornwall 034A,Cornwall
PL101EA,PL10 1EA,PL,3.6609942506244004,4.394449154672439,2.2082744135228043,2.2925347571405443,3.044522437723423,0.6931471805599453,5.111987788356544,2.302585092994046,2.302585092994046,Cornwall 034A,Cornwall
PL101EB,PL10 1EB,PL,3.6686767467964168,4.31748811353631,2.9444389791664403,2.1400661634962708,3.044522437723423,0.7419373447293773,5.241747015059643,2.302585092994046,2.302585092994046,Cornwall 034A,Cornwall
PL101ED,PL10 1ED,PL,2.9444389791664403,3.1135153092103742,2.6461747973841225,0.7884573603642703,0.8329091229351039,0.6418538861723947,4.927253685157205,2.1972245773362196,2.1972245773362196,Cornwall 034A,Cornwall
PL101EE,PL10 1EE,PL,2.8390784635086144,3.139832617527748,2.028148247292285,0.7884573603642703,0.8329091229351039,0.7419373447293773,5.062595033026967,3.044522437723423,3.044522437723423,Cornwall 034A,Cornwall
PL101EF,PL10 1EF,PL,3.1612467120315646,4.02535169073515,2.4336133554004498,1.252762968495368,2.3978952727983707,0.7884573603642703,4.882801922586371,2.1972245773362196,2.1972245773362196,Cornwall 034A,Cornwall
PL101EG,PL10 1EG,PL,3.370738174177447,3.9908341858524357,2.9014215940827497,1.62924053973028,3.005682604407159,0.6931471805599453,4.48863636973214,2.5649493574615367,2.5649493574615367,Cornwall 034A,Cornwall
